State,City,City Population,Median Age (Years),Zip Codes,Median Income,Cost Of Living,Female Population,Male Population
florida,hobe sound florida.html," 11,521. Population change since 2000: +1.3",57,33455,"$46,378 ", 90.8 /100,53.70%,46.30%
florida,hallandale florida.html,"36,703",52.7,33009,"$38,538 ", 120.4 /100,53.90%,46.10%
florida,boynton beach florida.html,"77,702",39.6,33426,"$51,372 ", 101.3 /100,50.30%,49.70%
florida,east lake orient park florida.html," 22,753. Population change since 2000: +299.0",33.6,33610,"$46,237 ", 93.8 /100,50.40%,49.60%
florida,palmetto estates florida.html," 13,535. Population change since 2000: -1.0",37.4,33157,"$67,105 ", 109.6 /100,52.30%,47.70%
florida,lakeland highlands florida.html," 11,056. Population change since 2000: -12.0",44.4,33813,"$88,853 ", 88.6 /100,49.80%,50.20%
florida,north miami florida.html,"62,225",35.3,33161,"$41,339 ", 110.2 /100,50.70%,49.30%
florida,casselberry florida.html,"28,395",38.7,32708,"$50,157 ", 91.3 /100,51.80%,48.20%
florida,green cove springs florida.html,"7,966",41.3,32043,"$44,724 ", 87.3 /100,51.20%,48.80%
florida,longwood florida.html,"15,061",43.8,32750,"$67,089 ", 91.2 /100,50.70%,49.30%
florida,altamonte springs florida.html,"44,277",39.4,32701,"$53,988 ", 91.9 /100,54.70%,45.30%
florida,gateway florida.html," 8,401. Population change since 2000: +185.5",43.7,33913,"$105,271 ", 93.3 /100,49.90%,50.10%
florida,lake mary florida.html,"16,474",45.7,32750,"$90,225 ", 93.4 /100,52.20%,47.80%
florida,fort walton beach florida.html,"21,895",41,32544,"$59,895 ", 88.5 /100,46.70%,53.30%
florida,miami lakes florida.html,"31,087",39,33014,"$84,888 ", 110.7 /100,51.10%,48.90%
florida,holly hill florida.html,"12,218",44.2,32117,"$35,491 ", 88.9 /100,49.60%,50.40%
florida,fruit cove florida.html," 29,362. Population change since 2000: +82.6",41.4,32259,"$121,086 ", 91.0 /100,52.20%,47.80%
florida,palmetto bay florida.html,"24,710",42.7,nan," $49,930
Palmetto Bay:$49,930FL:$52,594
Estimated per capita income in 2017: $25,996
Palmetto Bay village income, earnings, and wages data
Estimated median house or condo value in 2017: $288,100
Palmetto Bay:$288,100FL:$214,000
Mean prices in 2017: all housing units: $412,171; detached houses: $452,188; townhouses or other attached units: $290,267; in 2-unit structures: $240,090; in 3-to-4-unit structures: $296,848; in 5-or-more-unit structures: $387,365; mobile homes: $113,64", 107.1 /100,52.30%,47.70%
florida,deerfield beach florida.html,"80,571",40.4,33064,"$46,238 ", 113.4 /100,51.60%,48.40%
florida,crestview florida.html,"23,856",31.7,32536,"$49,407 ", 88.4 /100,47.60%,52.40%
florida,hamptons at boca raton florida.html,"12,593",72.9,33434,"$40,469 ", 103.8 /100,58.60%,41.40%
florida,edgewater florida.html,"22,399",50.8,32132,"$47,744 ", 89.0 /100,51.90%,48.10%
florida,lighthouse point florida.html,"11,242",50.9,33064,"$72,313 ", 119.4 /100,51.50%,48.50%
florida,greenacres florida.html,"40,719",35.9,33413,"$49,234 ", 100.1 /100,51.60%,48.40%
florida,north okeechobee florida.html,"8,151",34.6,34972,"$47,195 ", 87.5 /100,37.90%,62.10%
florida,land o lakes florida.html," 31,996. Population change since 2000: +52.6",42.5,33559,"$88,445 ", 94.7 /100,51.70%,48.30%
florida,lady lake florida.html,"15,317",65.8,32195,"$45,365 ", 91.3 /100,51.40%,48.60%
florida,coral springs florida.html,"133,037",37.3,33065,"$72,557 ", 114.7 /100,53.60%,46.40%
florida,palm beach gardens florida.html,"55,036",50.5,33412,"$79,667 ", 102.3 /100,52.60%,47.40%
florida,leesburg florida.html,"22,689",38.1,34762,"$36,185 ", 90.2 /100,52.60%,47.40%
florida,bonita springs florida.html,"56,088",58,33928,"$62,333 ", 94.4 /100,50.30%,49.70%
florida,delray beach florida.html,"68,749",46.4,33484,"$63,357 ", 102.9 /100,52.90%,47.10%
florida,orange city florida.html,"11,697",44.8,32763,"$35,800 ", 88.8 /100,53.20%,46.80%
florida,osprey florida.html," 6,100. Population change since 2000: +47.2",61,34229,"$77,614 ", 98.0 /100,53.00%,47.00%
florida,ormond beach florida.html,"42,816",50.4,32176,"$57,748 ", 89.2 /100,53.10%,46.90%
florida,dunedin florida.html,"36,545",52.8,34683,"$48,322 ", 95.8 /100,53.90%,46.10%
florida,palmetto florida.html,"13,661",48.5,34221,"$48,723 ", 94.4 /100,53.80%,46.20%
florida,davie florida.html,"105,149",37.6,33324,"$63,243 ", 114.1 /100,53.60%,46.40%
florida,palm springs florida.html,"24,892",33.4,33461,"$48,014 ", 99.9 /100,52.70%,47.30%
florida,miami beach florida.html,"92,307",42.8,33140,"$50,152 ", 121.0 /100,48.50%,51.50%
florida,carol city florida.html,"64,569",32,33055,"$53,659 ", 115.2 /100,51.90%,48.10%
florida,melbourne florida.html,"82,011",46.6,32901,"$43,979 ", 89.4 /100,51.40%,48.60%
florida,fort myers florida.html,"79,943",40.2,33901,"$45,511 ", 92.6 /100,50.90%,49.10%
florida,boca raton florida.html,"98,150",47.9,33431,"$80,815 ", 103.8 /100,52.40%,47.60%
florida,palm bay florida.html,"111,657",38.5,32907,"$46,301 ", 89.1 /100,47.60%,52.40%
florida,apollo beach florida.html," 14,055. Population change since 2000: +88.8",46.8,33534,"$69,290 ", 97.0 /100,51.60%,48.40%
florida,richmond west florida.html," 31,973. Population change since 2000: +13.9",40.1,33187,"$82,751 ", 110.7 /100,51.10%,48.90%
florida,pensacola florida.html,"52,590",38.9,32502,"$48,003 ", 85.4 /100,52.10%,47.90%
florida,fort lauderdale florida.html,"180,072",42.1,33301,"$56,309 ", 117.1 /100,48.70%,51.30%
florida,miami florida.html,"463,347",39.8,33101,"$40,327 ", 116.0 /100,50.70%,49.30%
florida,hollywood florida.html,"153,627",39.6,33020,"$50,775 ", 115.9 /100,50.00%,50.00%
florida,palm harbor florida.html," 57,439. Population change since 2000: -3.1",50.9,34681,"$63,023 ", 96.3 /100,53.30%,46.70%
florida,pembroke pines florida.html,"170,712",39.7,33028,"$72,056 ", 113.9 /100,52.30%,47.70%
florida,lakewood park florida.html," 11,323. Population change since 2000: +8.3",52.6,34951,"$49,294 ", 89.2 /100,50.30%,49.70%
florida,plantation florida.html,"93,909",40.9,33322,"$73,817 ", 115.2 /100,52.70%,47.30%
florida,pinecrest florida.html,"19,651",42.8,33156,"$149,247 ", 113.4 /100,51.30%,48.70%
florida,punta gorda florida.html,"19,761",67.9,33950,"$70,014 ", 93.6 /100,52.30%,47.70%
florida,north weeki wachee florida.html," 8,524. Population change since 2000: +100.4",53.7,34614,"$44,083 ", 93.9 /100,49.10%,50.90%
florida,iona florida.html," 15,369. Population change since 2000: +30.7",67.2,33908,"$49,610 ", 93.7 /100,51.60%,48.40%
florida,citrus ridge florida.html,"14,195",37.3,34747,"$60,338 ", 89.2 /100,50.40%,49.60%
florida,sanibel florida.html,"7,363",67.7,33957,"$105,724 ", 101.4 /100,52.70%,47.30%
florida,jasmine estates florida.html," 18,989. Population change since 2000: +4.3",43.3,34654,"$41,949 ", 94.1 /100,52.90%,47.10%
florida,seminole florida.html,"18,576",56.6,33776,"$40,502 ", 95.5 /100,55.20%,44.80%
florida,egypt lake leto florida.html," 35,282. Population change since 2000: +7.6",35.8,33604,"$47,651 ", 95.2 /100,49.70%,50.30%
florida,citrus park florida.html," 24,252. Population change since 2000: +19.9",37.8,33556,"$73,667 ", 94.9 /100,51.50%,48.50%
florida,pierson seville florida.html,"9,624",34.3,32180,"$45,852 ", 87.0 /100,46.20%,53.80%
florida,interior county florida.html,"36,733",60.1,34292,"$70,091 ", 103.2 /100,52.80%,47.20%
florida,glades florida.html,"21,290",34.1,33470,"$85,675 ", 96.7 /100,49.20%,50.80%
florida,east perrine florida.html,"7,689",35.3,33157,"$83,844 ", 119.2 /100,52.30%,47.70%
florida,apopka florida.html,"51,564",38.6,32703,"$57,172 ", 91.2 /100,50.70%,49.30%
florida,laurel florida.html," 8,171. Population change since 2000: -2.6",59.5,34229,"$58,719 ", 96.7 /100,53.50%,46.50%
florida,broadview park florida.html," 7,125. Population change since 2000: +4.8",31.5,33317,"$51,980 ", 113.1 /100,45.40%,54.60%
florida,micco florida.html," 9,052. Population change since 2000: -4.7",66.3,32976,"$36,259 ", 89.0 /100,49.80%,50.20%
florida,memphis florida.html," 7,848. Population change since 2000: +8.0",37.3,34221,"$46,555 ", 94.4 /100,53.50%,46.50%
florida,key biscayne florida.html,"13,182",44.9,33149,"$120,222 ", 125.3 /100,53.00%,47.00%
florida,north peninsula florida.html,"31,503",49.9,32176,"$44,722 ", 94.9 /100,51.00%,49.00%
florida,north bay village florida.html,"8,317",37.4,33141,"$47,692 ", 114.6 /100,48.50%,51.50%
florida,greater carrollwood florida.html,"39,086",37,33624,"$68,419 ", 101.8 /100,52.30%,47.70%
florida,minneola florida.html,"11,529",35.2,34711,"$64,398 ", 91.8 /100,57.20%,42.80%
florida,neptune beach florida.html,"7,280",42.2,32266,"$68,527 ", 90.8 /100,52.90%,47.10%
florida,lauderdale lakes florida.html,"36,069",36.1,33313,"$36,719 ", 113.1 /100,56.80%,43.20%
florida,pelican bay florida.html," 6,346. Population change since 2000: +11.6",76,34108,"$140,554 ", 103.8 /100,53.10%,46.90%
florida,bartow florida.html,"19,597",36,33830,"$51,881 ", 85.9 /100,53.20%,46.80%
florida,northwest leon florida.html,"23,081",32.8,32303,"$68,225 ", 93.3 /100,52.30%,47.70%
florida,pebble creek florida.html," 7,622. Population change since 2000: +58.0",41,33647,"$92,048 ", 96.4 /100,47.80%,52.20%
florida,panama city beach florida.html,"12,757",40.8,32407,"$59,830 ", 88.1 /100,49.40%,50.60%
florida,royal palm beach west jupiter florida.html,"82,604",39.6,33412,"$80,604 ", 107.5 /100,51.00%,49.00%
florida,new port richey florida.html,"16,256",47.8,34652,"$40,308 ", 93.5 /100,53.30%,46.70%
florida,palm coast florida.html,"86,516",48.2,32164,"$49,578 ", 93.4 /100,53.00%,47.00%
florida,palm beach florida.html,"8,751",68.7,33480,"$126,029 ", 109.1 /100,54.60%,45.40%
florida,princeton florida.html," 22,038. Population change since 2000: +118.4",32.5,33032,"$54,914 ", 108.6 /100,50.30%,49.70%
florida,port st. lucie river park florida.html,"6,968",50.8,34983,"$41,693 ", 93.5 /100,52.00%,48.00%
florida,pine hills florida.html,"76,847",29.1,32808,"$37,194 ", 90.4 /100,51.50%,48.50%
florida,rotonda florida.html," 8,759. Population change since 2000: +33.2",67.3,33946,"$55,300 ", 91.3 /100,53.00%,47.00%
florida,gainesville florida.html,"132,249",26.7,32601,"$34,226 ", 88.7 /100,53.40%,46.60%
florida,pinellas park florida.html,"52,854",45.4,33716,"$48,648 ", 94.6 /100,51.90%,48.10%
florida,north sarasota florida.html," 6,982. Population change since 2000: +3.6",42.5,34243,"$46,050 ", 93.8 /100,49.50%,50.50%
florida,macclenny florida.html,"6,518",35.6,32063,"$43,213 ", 81.8 /100,53.50%,46.50%
florida,sarasota florida.html,"56,994",47.8,34236,"$47,432 ", 95.4 /100,51.60%,48.40%
florida,glenvar heights florida.html," 16,898. Population change since 2000: +4.0",39.2,33143,"$55,820 ", 114.8 /100,50.60%,49.40%
florida,oak ridge florida.html," 22,685. Population change since 2000: +1.5",31.6,32839,"$39,672 ", 92.1 /100,50.30%,49.70%
florida,greater sun center florida.html,"19,031",75,33573,"$51,283 ", 105.0 /100,57.40%,42.60%
florida,hialeah gardens florida.html,"24,156",42.9,33018,"$53,945 ", 110.5 /100,52.60%,47.40%
florida,kendall west florida.html," 36,154. Population change since 2000: -4.9",42.2,33185,"$53,746 ", 110.8 /100,52.40%,47.60%
florida,horizon west florida.html,"14,000",32.7,nan," $54,107
Horizon West:$54,107FL:$52,594
Estimated per capita income in 2017: $29,053
Horizon West CDP income, earnings, and wages data
Estimated median house or condo value in 2017: $234,400
Horizon West:$234,400FL:$214,000
Mean prices in 2017: all housing units: $284,715; detached houses: $308,723; townhouses or other attached units: $201,325; in 2-unit structures: $148,489; in 3-to-4-unit structures: $204,445; in 5-or-more-unit structures: $262,434; mobile homes: $34,51", 93.5 /100,50.20%,49.80%
florida,goldenrod florida.html," 12,039. Population change since 2000: -6.5",32.4,32792,"$53,462 ", 91.5 /100,48.80%,51.20%
florida,ferry pass florida.html," 28,921. Population change since 2000: +6.4",30,32514,"$53,379 ", 85.4 /100,53.00%,47.00%
florida,lake magdalene florida.html," 28,509. Population change since 2000: -0.9",43.7,33549,"$58,225 ", 94.5 /100,51.00%,49.00%
florida,north miami beach florida.html,"44,124",38.5,33162,"$43,559 ", 110.3 /100,52.20%,47.80%
florida,marco island florida.html,"18,357",60.1,34145,"$82,554 ", 112.7 /100,50.90%,49.10%
florida,niceville florida.html,"15,249",38.2,32578,"$68,147 ", 88.5 /100,51.10%,48.90%
florida,coconut creek florida.html,"61,010",40.4,33063,"$59,963 ", 114.2 /100,52.90%,47.10%
florida,daytona beach florida.html,"68,055",38.1,32114,"$33,228 ", 89.5 /100,48.70%,51.30%
florida,fernandina beach florida.html,"12,292",55.5,32034,"$63,522 ", 90.4 /100,52.50%,47.50%
florida,inverness highlands south florida.html," 6,542. Population change since 2000: +13.2",50.9,34452,"$39,738 ", 80.6 /100,55.10%,44.90%
florida,pinewood florida.html," 16,520. Population change since 2000: -0.0",36.3,33150,"$34,636 ", 109.9 /100,51.40%,48.60%
florida,east marion florida.html,"23,131",46,34488,"$36,204 ", 83.7 /100,49.50%,50.50%
florida,buenaventura lakes florida.html,"26,079",35.7,34743," $49,762
Buenaventura Lakes:$49,762FL:$52,594
Estimated per capita income in 2017: $20,985
Buenaventura Lakes CDP income, earnings, and wages data
Estimated median house or condo value in 2017: $197,900
Buenaventura Lakes:$197,900FL:$214,000
Mean prices in 2017: all housing units: $182,423; detached houses: $204,636; townhouses or other attached units: $157,850; in 2-unit structures: $137,889; in 3-to-4-unit structures: $85,578; in 5-or-more-unit structures: $47,442; mobile homes: $52,149; occupied boats, rvs, vans, etc.: $143,78", 91.7 /100,52.60%,47.40%
florida,poinciana florida.html,"71,694",41.4,34759,"$45,889 ", 90.8 /100,51.70%,48.30%
florida,hallandale beach florida.html,"39,831",46.4,33009," $56,842
Hallandale Beach:$56,842FL:$52,594
Estimated per capita income in 2017: $31,594
Hallandale Beach city income, earnings, and wages data
Estimated median house or condo value in 2017: $260,700
Hallandale Beach:$260,700FL:$214,000
Mean prices in 2017: all housing units: $242,445; detached houses: $363,831; townhouses or other attached units: $386,702; in 2-unit structures: $172,573; in 3-to-4-unit structures: $523,710; in 5-or-more-unit structures: $240,056; mobile homes: $106,76", 111.6 /100,51.80%,48.20%
florida,hernando florida.html," 9,054. Population change since 2000: +9.7",56.4,34442,"$40,907 ", 77.8 /100,49.40%,50.60%
florida,seffner florida.html," 7,579. Population change since 2000: +38.6",39.1,33584,"$57,357 ", 94.8 /100,52.70%,47.30%
florida,satellite beach florida.html,"11,056",43.3,32937,"$72,812 ", 91.3 /100,51.30%,48.70%
florida,live oak florida.html,"6,896",33.8,32060,"$33,031 ", 80.0 /100,54.10%,45.90%
florida,pompano beach florida.html,"110,473",45.5,33060,"$49,419 ", 113.9 /100,47.10%,52.90%
florida,indian harbour beach florida.html,"8,566",50.2,32937,"$56,196 ", 91.1 /100,51.10%,48.90%
florida,conway florida.html," 13,467. Population change since 2000: -6.4",44.4,32812,"$70,083 ", 92.5 /100,50.00%,50.00%
florida,golden glades florida.html," 33,145. Population change since 2000: +1.6",34.4,33054,"$42,815 ", 110.6 /100,51.60%,48.40%
florida,odessa florida.html," 7,267. Population change since 2000: +129.0",38.2,33556,"$71,430 ", 94.2 /100,51.10%,48.90%
florida,longboat key florida.html,"7,292",73.3,34228,"$128,979 ", 103.5 /100,54.30%,45.70%
florida,pace florida.html," 20,039. Population change since 2000: +171.1",38.4,32571,"$57,631 ", 84.9 /100,51.30%,48.70%
florida,naples florida.html,"21,948",67.4,34101,"$89,781 ", 104.5 /100,53.30%,46.70%
florida,pine castle florida.html," 10,805. Population change since 2000: +22.7",34.6,32809,"$45,118 ", 91.6 /100,48.80%,51.20%
florida,plant city florida.html,"38,714",36.6,33563,"$50,587 ", 94.1 /100,50.30%,49.70%
florida,medulla florida.html," 8,892. Population change since 2000: +34.0",37.8,33811,"$61,152 ", 86.9 /100,53.10%,46.90%
florida,lakeside florida.html," 30,943. Population change since 2000: +0.1",40.2,32065,"$69,466 ", 87.5 /100,50.20%,49.80%
florida,highland city florida.html," 10,834. Population change since 2000: +428.2",40.5,33812,"$42,808 ", 85.7 /100,50.20%,49.80%
florida,jupiter farms florida.html,"11,994",46.7,nan," $60,057
Jupiter Farms:$60,057FL:$52,594
Estimated per capita income in 2017: $37,100
Jupiter Farms CDP income, earnings, and wages data
Estimated median house or condo value in 2017: $282,900
Jupiter Farms:$282,900FL:$214,000
Mean prices in 2017: all housing units: $399,923; detached houses: $480,138; townhouses or other attached units: $245,483; in 2-unit structures: $167,010; in 3-to-4-unit structures: $230,579; in 5-or-more-unit structures: $307,843; mobile homes: $47,724; occupied boats, rvs, vans, etc.: $39,02", 101.6 /100,47.50%,52.50%
florida,palm river clair mel florida.html," 21,024. Population change since 2000: +19.5",37.2,33619,"$47,620 ", 93.8 /100,50.20%,49.80%
florida,pembroke park florida.html,"6,602",33.4,33023,"$30,820 ", 111.9 /100,53.10%,46.90%
florida,meadow woods florida.html," 25,558. Population change since 2000: +126.5",35.4,32824,"$60,292 ", 92.5 /100,53.90%,46.10%
florida,destin florida.html,"13,765",42.6,32541,"$79,122 ", 91.8 /100,49.50%,50.50%
florida,lutz florida.html," 19,344. Population change since 2000: +13.2",42.2,33647,"$81,132 ", 94.5 /100,50.40%,49.60%
georgia,armuchee georgia.html,"9,817",35.3,30105,"$50,373 ", 85.7 /100,51.30%,48.70%
georgia,big creek georgia.html,"42,663",33.8,30041,"$134,917 ", 103.8 /100,48.90%,51.10%
georgia,culloden bolingbroke georgia.html,"9,796",37.9,31029,"$73,027 ", 87.2 /100,50.50%,49.50%
georgia,catoosa springs georgia.html,"7,509",34.4,30755,"$52,261 ", 83.7 /100,50.50%,49.50%
georgia,campton georgia.html,"6,920",35.8,30656,"$65,137 ", 88.9 /100,50.10%,49.90%
georgia,bainbridge georgia.html,"12,111",34.6,39817,"$30,579 ", 80.8 /100,51.70%,48.30%
georgia,dock junction georgia.html," 7,721. Population change since 2000: +11.1",41.1,31523,"$40,415 ", 88.2 /100,50.70%,49.30%
georgia,gray griswold georgia.html,"23,626",36.2,31032,"$60,933 ", 83.7 /100,51.60%,48.40%
georgia,cairo georgia.html,"9,434",36.8,39827,"$32,504 ", 80.8 /100,51.90%,48.10%
georgia,cedartown georgia.html,"9,939",32.5,30125,"$32,083 ", 79.0 /100,52.20%,47.80%
georgia,alpharetta georgia.html,"65,799",38.6,30004,"$108,188 ", 97.7 /100,52.10%,47.90%
georgia,dahlonega georgia.html,"7,007",23.4,30533,"$35,004 ", 92.3 /100,56.60%,43.40%
georgia,ivylog georgia.html,"6,791",45.1,30512,"$48,044 ", 87.5 /100,50.80%,49.20%
georgia,evans georgia.html," 29,011. Population change since 2000: +63.7",35.9,30809,"$97,765 ", 91.7 /100,49.90%,50.10%
georgia,cordele georgia.html,"10,726",29.4,31015,"$25,515 ", 78.6 /100,55.20%,44.80%
georgia,lizella georgia.html,"18,098",37.1,31052,"$56,529 ", 85.3 /100,48.30%,51.70%
georgia,fairview georgia.html," 6,769. Population change since 2000: +2.5",39.3,30741,"$43,871 ", 86.9 /100,50.20%,49.80%
georgia,carrollton georgia.html,"26,815",26.8,30116,"$39,088 ", 95.0 /100,54.70%,45.30%
georgia,kingsland georgia.html,"17,077",30.5,31548,"$53,124 ", 81.8 /100,51.60%,48.40%
georgia,gresham park georgia.html," 7,432. Population change since 2000: -19.3",38.2,30034,"$46,305 ", 95.6 /100,50.40%,49.60%
georgia,candler mcafee georgia.html," 23,025. Population change since 2000: -18.6",42.5,30032,"$41,323 ", 94.8 /100,55.10%,44.90%
georgia,irondale georgia.html," 7,446. Population change since 2000: -3.6",32.5,30238,"$49,445 ", 94.4 /100,57.80%,42.20%
georgia,fort oglethorpe georgia.html,"9,831",38.6,30736,"$43,265 ", 87.6 /100,56.70%,43.30%
georgia,forest park georgia.html,"19,823",32,30260,"$34,011 ", 93.8 /100,48.70%,51.30%
georgia,decatur georgia.html,"23,832",35.9,30033,"$102,089 ", 98.4 /100,57.80%,42.20%
georgia,philema georgia.html,"8,620",33,31763,"$66,058 ", 85.0 /100,49.80%,50.20%
georgia,north druid hills georgia.html," 18,947. Population change since 2000: +0.5",34.5,30329,"$63,814 ", 100.6 /100,52.10%,47.90%
georgia,clarkston georgia.html,"12,848",28,30021,"$39,761 ", 95.6 /100,50.00%,50.00%
georgia,mcdonough georgia.html,"24,755",33.6,30252,"$52,778 ", 95.2 /100,52.90%,47.10%
georgia,canton georgia.html,"27,936",34.3,30114,"$55,113 ", 96.3 /100,54.20%,45.80%
georgia,silver city georgia.html,"15,128",33.7,30040,"$86,382 ", 101.6 /100,49.50%,50.50%
georgia,south rockdale georgia.html,"26,083",37.2,30094,"$75,457 ", 98.7 /100,50.60%,49.40%
georgia,redan georgia.html," 33,015. Population change since 2000: -2.4",38.3,30035,"$53,374 ", 94.4 /100,55.20%,44.80%
georgia,norcross georgia.html,"16,845",30.7,30092,"$46,053 ", 97.5 /100,48.60%,51.40%
georgia,morrow georgia.html,"7,473",39,30260,"$52,193 ", 94.2 /100,52.00%,48.00%
georgia,newnan georgia.html,"38,909",34.9,30265,"$57,800 ", 95.8 /100,52.90%,47.10%
georgia,three sisters mountains georgia.html,"12,508",35,30533,"$49,892 ", 86.7 /100,49.50%,50.50%
georgia,rincon georgia.html,"9,902",32.5,31326,"$59,409 ", 92.5 /100,49.90%,50.10%
georgia,college park georgia.html,"14,959",32.1,30337,"$30,842 ", 97.4 /100,53.40%,46.60%
georgia,washington metasville georgia.html,"6,762",39.2,30673,"$37,719 ", 82.9 /100,53.80%,46.20%
georgia,tybee island wilmington georgia.html,"27,669",38.4,31328,"$84,098 ", 100.1 /100,51.30%,48.70%
georgia,swainsboro georgia.html,"7,471",30.8,30401,"$29,979 ", 78.1 /100,50.70%,49.30%
georgia,johns creek georgia.html,"84,350",40.4,nan," $65,037
Johns Creek:$65,037GA:$56,183
Estimated per capita income in 2017: $44,623
Johns Creek city income, earnings, and wages data
Estimated median house or condo value in 2017: $306,200
Johns Creek:$306,200GA:$173,700
Mean prices in 2017: all housing units: $448,305; detached houses: $474,309; townhouses or other attached units: $309,828; in 3-to-4-unit structures: $105,640; in 5-or-more-unit structures: $194,260; mobile homes: $36,57", 99.1 /100,50.70%,49.30%
georgia,pooler georgia.html,"23,816",38.8,31322,"$79,710 ", 93.4 /100,53.20%,46.80%
georgia,conley georgia.html," 6,228. Population change since 2000: +0.6",37.3,30288,"$39,717 ", 94.1 /100,55.60%,44.40%
georgia,st. simons georgia.html," 12,743. Population change since 2000: -4.8",55,31522,"$84,502 ", 92.4 /100,54.20%,45.80%
georgia,white pine log georgia.html,"10,476",34.9,30184,"$58,045 ", 87.9 /100,49.80%,50.20%
georgia,lithia springs georgia.html," 15,491. Population change since 2000: +647.6",34.8,30122,"$43,797 ", 94.5 /100,49.60%,50.40%
georgia,duluth georgia.html,"29,463",37.4,30024,"$66,803 ", 97.0 /100,54.30%,45.70%
georgia,richmond hill georgia.html,"12,632",31.8,31324,"$65,280 ", 94.1 /100,50.90%,49.10%
georgia,yorkville georgia.html,"10,575",35,30157,"$50,546 ", 87.8 /100,48.90%,51.10%
georgia,yellow river georgia.html,"7,152",34.8,30016,"$55,400 ", 86.7 /100,50.70%,49.30%
georgia,sylvester georgia.html,"5,878",31.9,31791,"$27,676 ", 88.6 /100,56.80%,43.20%
georgia,thomaston georgia.html,"8,755",36,30286,"$29,316 ", 78.6 /100,54.80%,45.20%
georgia,powder springs georgia.html,"15,052",38.8,30127,"$66,188 ", 95.4 /100,54.10%,45.90%
georgia,milton georgia.html,"38,924",38.3,nan," $65,037
Milton:$65,037GA:$56,183
Estimated per capita income in 2017: $44,623
Milton city income, earnings, and wages data
Estimated median house or condo value in 2017: $306,200
Milton:$306,200GA:$173,700
Mean prices in 2017: all housing units: $409,957; detached houses: $446,062; townhouses or other attached units: $274,239; in 2-unit structures: $260,316; in 3-to-4-unit structures: $186,891; in 5-or-more-unit structures: $295,054; mobile homes: $76,98", 97.8 /100,50.20%,49.80%
georgia,thomasville georgia.html,"18,515",38.8,31757,"$36,710 ", 82.7 /100,53.30%,46.70%
georgia,sugar hill georgia.html,"23,180",38.1,30518,"$83,801 ", 96.1 /100,51.00%,49.00%
georgia,tifton georgia.html,"16,733",30.3,31794,"$32,997 ", 79.6 /100,53.50%,46.50%
georgia,savannah georgia.html,na,na,nan,na,na/100,,
georgia,st. marys georgia.html,"18,019",32,31558,"$60,267 ", 82.8 /100,48.60%,51.40%
georgia,thomson georgia.html,"6,595",33.7,30824,"$21,613 ", 90.3 /100,57.40%,42.60%
georgia,wilmington island georgia.html," 15,138. Population change since 2000: +6.5",45,31328,"$80,586 ", 93.9 /100,51.10%,48.90%
georgia,vinings georgia.html," 9,734. Population change since 2000: +0.6",34.2,30339,"$81,129 ", 100.4 /100,55.40%,44.60%
georgia,calhoun georgia.html,"16,414",32.4,30701,"$37,777 ", 80.4 /100,53.80%,46.20%
georgia,statesboro georgia.html,"31,379",23.2,30458,"$26,661 ", 75.7 /100,51.60%,48.40%
georgia,phoenix georgia.html,"6,227",47.4,31024,"$59,534 ", 89.2 /100,48.80%,51.20%
georgia,waycross georgia.html,"13,876",38.7,31501,"$30,468 ", 77.7 /100,55.60%,44.40%
georgia,villa rica georgia.html,"15,345",33.7,30180,"$53,713 ", 94.6 /100,54.70%,45.30%
georgia,lawrenceville georgia.html,"29,873",35.7,30043,"$46,308 ", 95.9 /100,51.70%,48.30%
georgia,la fayette georgia.html,"7,198",41.1,30728,"$30,612 ", 87.2 /100,54.90%,45.10%
georgia,union city georgia.html,"21,370",32.1,30291,"$37,777 ", 94.2 /100,59.30%,40.70%
georgia,fairburn georgia.html,"15,520",32.6,30291,"$46,534 ", 95.2 /100,58.10%,41.90%
georgia,griffin georgia.html,"22,770",33.3,30223,"$35,036 ", 94.3 /100,54.20%,45.80%
georgia,centerville georgia.html,"7,716",38.8,31028,"$55,462 ", 91.2 /100,54.40%,45.60%
georgia,valdosta georgia.html,"56,085",27.9,31698,"$32,690 ", 88.6 /100,52.20%,47.80%
georgia,north atlanta georgia.html," 40,456. Population change since 2000: +4.9",31.9,30319,"$65,875 ", 98.8 /100,47.20%,52.80%
georgia,winder georgia.html,"16,244",36.7,30680,"$49,508 ", 94.4 /100,54.20%,45.80%
georgia,martinez georgia.html," 35,795. Population change since 2000: +29.0",39.3,30907,"$66,005 ", 90.1 /100,53.00%,47.00%
georgia,panthersville georgia.html," 9,749. Population change since 2000: -17.3",36.8,30034,"$39,872 ", 94.5 /100,57.00%,43.00%
georgia,huntsville georgia.html,"22,178",32.3,30132,"$75,333 ", 88.8 /100,48.70%,51.30%
georgia,warner robins georgia.html,"74,854",35,31005,"$51,435 ", 90.3 /100,54.00%,46.00%
georgia,east point georgia.html,"35,282",36.2,30344,"$41,492 ", 95.1 /100,51.70%,48.30%
georgia,perry georgia.html,"16,684",32.6,31047,"$44,603 ", 90.7 /100,50.60%,49.40%
georgia,nevils stilson georgia.html,"7,249",35.3,31321,"$60,085 ", 79.2 /100,50.20%,49.80%
georgia,woodstock georgia.html,"31,564",36.4,30189,"$70,064 ", 96.9 /100,53.00%,47.00%
georgia,westside georgia.html,"15,369",35.6,30740,"$44,463 ", 84.8 /100,50.30%,49.70%
